image_path pid camid material
.\MVB_train\Image\0089_g_1.jpg 0089 g_1 soft
.\MVB_train\Image\0089_g_2.jpg 0089 g_2 soft
.\MVB_train\Image\0089_g_3.jpg 0089 g_3 soft
.\MVB_train\Image\0089_p_3.jpg 0089 p_3 soft
.\MVB_train\Image\0089_p_4.jpg 0089 p_4 soft
.\MVB_train\Image\0090_g_1.jpg 0090 g_1 hard
.\MVB_train\Image\0090_g_2.jpg 0090 g_2 hard
.\MVB_train\Image\0090_p_3.jpg 0090 p_3 hard
.\MVB_train\Image\0090_p_4.jpg 0090 p_4 hard
.\MVB_train\Image\0091_g_1.jpg 0091 g_1 soft
.\MVB_train\Image\0091_g_2.jpg 0091 g_2 soft
.\MVB_train\Image\0091_g_3.jpg 0091 g_3 soft
.\MVB_train\Image\0091_p_3.jpg 0091 p_3 soft
.\MVB_train\Image\0091_p_4.jpg 0091 p_4 soft
.\MVB_train\Image\0092_g_1.jpg 0092 g_1 hard
.\MVB_train\Image\0092_g_2.jpg 0092 g_2 hard
.\MVB_train\Image\0092_g_3.jpg 0092 g_3 hard
.\MVB_train\Image\0092_p_1.jpg 0092 p_1 hard
.\MVB_train\Image\0093_g_2.jpg 0093 g_2 soft
.\MVB_train\Image\0093_p_1.jpg 0093 p_1 soft
.\MVB_train\Image\0093_p_2.jpg 0093 p_2 soft
.\MVB_train\Image\0093_p_3.jpg 0093 p_3 soft
.\MVB_train\Image\0093_p_4.jpg 0093 p_4 soft
.\MVB_train\Image\0094_g_1.jpg 0094 g_1 hard
.\MVB_train\Image\0094_g_2.jpg 0094 g_2 hard
.\MVB_train\Image\0094_g_3.jpg 0094 g_3 hard
.\MVB_train\Image\0094_p_3.jpg 0094 p_3 hard
.\MVB_train\Image\0094_p_4.jpg 0094 p_4 hard
.\MVB_train\Image\0095_g_1.jpg 0095 g_1 soft
.\MVB_train\Image\0095_g_2.jpg 0095 g_2 soft
.\MVB_train\Image\0095_g_3.jpg 0095 g_3 soft
.\MVB_train\Image\0095_p_3.jpg 0095 p_3 soft
.\MVB_train\Image\0095_p_4.jpg 0095 p_4 soft
.\MVB_train\Image\0096_g_1.jpg 0096 g_1 others
.\MVB_train\Image\0096_g_2.jpg 0096 g_2 others
.\MVB_train\Image\0096_g_3.jpg 0096 g_3 others
.\MVB_train\Image\0096_p_3.jpg 0096 p_3 others
.\MVB_train\Image\0097_g_1.jpg 0097 g_1 soft
.\MVB_train\Image\0097_g_2.jpg 0097 g_2 soft
.\MVB_train\Image\0097_g_3.jpg 0097 g_3 soft
.\MVB_train\Image\0097_p_1.jpg 0097 p_1 soft
.\MVB_train\Image\0097_p_2.jpg 0097 p_2 soft
.\MVB_train\Image\0097_p_3.jpg 0097 p_3 soft
.\MVB_train\Image\0097_p_4.jpg 0097 p_4 soft
.\MVB_train\Image\0098_g_1.jpg 0098 g_1 hard
.\MVB_train\Image\0098_g_2.jpg 0098 g_2 hard
.\MVB_train\Image\0098_g_3.jpg 0098 g_3 hard
.\MVB_train\Image\0098_p_1.jpg 0098 p_1 hard
.\MVB_train\Image\0098_p_3.jpg 0098 p_3 hard
.\MVB_train\Image\0098_p_4.jpg 0098 p_4 hard
.\MVB_train\Image\0099_g_1.jpg 0099 g_1 hard
.\MVB_train\Image\0099_g_2.jpg 0099 g_2 hard
.\MVB_train\Image\0099_g_3.jpg 0099 g_3 hard
.\MVB_train\Image\0099_p_4.jpg 0099 p_4 hard
.\MVB_train\Image\0100_g_1.jpg 0100 g_1 hard
.\MVB_train\Image\0100_g_2.jpg 0100 g_2 hard
.\MVB_train\Image\0100_g_3.jpg 0100 g_3 hard
.\MVB_train\Image\0100_p_1.jpg 0100 p_1 hard
.\MVB_train\Image\0100_p_2.jpg 0100 p_2 hard
.\MVB_train\Image\0101_g_1.jpg 0101 g_1 paperboard
.\MVB_train\Image\0101_g_2.jpg 0101 g_2 paperboard
.\MVB_train\Image\0101_g_3.jpg 0101 g_3 paperboard
.\MVB_train\Image\0101_p_3.jpg 0101 p_3 paperboard
.\MVB_train\Image\0101_p_4.jpg 0101 p_4 paperboard
.\MVB_train\Image\0102_g_1.jpg 0102 g_1 soft
.\MVB_train\Image\0102_g_2.jpg 0102 g_2 soft
.\MVB_train\Image\0102_g_3.jpg 0102 g_3 soft
.\MVB_train\Image\0102_p_3.jpg 0102 p_3 soft
.\MVB_train\Image\0102_p_4.jpg 0102 p_4 soft
.\MVB_train\Image\0103_g_1.jpg 0103 g_1 paperboard
.\MVB_train\Image\0103_g_2.jpg 0103 g_2 paperboard
.\MVB_train\Image\0103_g_3.jpg 0103 g_3 paperboard
.\MVB_train\Image\0103_p_3.jpg 0103 p_3 paperboard
.\MVB_train\Image\0103_p_4.jpg 0103 p_4 paperboard
.\MVB_train\Image\0104_g_1.jpg 0104 g_1 hard
.\MVB_train\Image\0104_g_2.jpg 0104 g_2 hard
.\MVB_train\Image\0104_p_1.jpg 0104 p_1 hard
.\MVB_train\Image\0104_p_2.jpg 0104 p_2 hard
.\MVB_train\Image\0105_g_1.jpg 0105 g_1 paperboard
.\MVB_train\Image\0105_g_2.jpg 0105 g_2 paperboard
.\MVB_train\Image\0105_g_3.jpg 0105 g_3 paperboard
.\MVB_train\Image\0105_p_3.jpg 0105 p_3 paperboard
.\MVB_train\Image\0105_p_4.jpg 0105 p_4 paperboard
.\MVB_train\Image\0106_g_1.jpg 0106 g_1 hard
.\MVB_train\Image\0106_g_2.jpg 0106 g_2 hard
.\MVB_train\Image\0106_g_3.jpg 0106 g_3 hard
.\MVB_train\Image\0106_p_1.jpg 0106 p_1 hard
.\MVB_train\Image\0106_p_2.jpg 0106 p_2 hard
.\MVB_train\Image\0106_p_3.jpg 0106 p_3 hard
.\MVB_train\Image\0107_g_1.jpg 0107 g_1 hard
.\MVB_train\Image\0107_g_2.jpg 0107 g_2 hard
.\MVB_train\Image\0107_g_3.jpg 0107 g_3 hard
.\MVB_train\Image\0107_p_3.jpg 0107 p_3 hard
.\MVB_train\Image\0107_p_4.jpg 0107 p_4 hard
.\MVB_train\Image\0108_g_1.jpg 0108 g_1 paperboard
.\MVB_train\Image\0108_g_2.jpg 0108 g_2 paperboard
.\MVB_train\Image\0108_g_3.jpg 0108 g_3 paperboard
.\MVB_train\Image\0108_p_3.jpg 0108 p_3 paperboard
.\MVB_train\Image\0108_p_4.jpg 0108 p_4 paperboard
.\MVB_train\Image\0109_g_1.jpg 0109 g_1 paperboard
.\MVB_train\Image\0109_g_2.jpg 0109 g_2 paperboard
.\MVB_train\Image\0109_g_3.jpg 0109 g_3 paperboard
.\MVB_train\Image\0109_p_3.jpg 0109 p_3 paperboard
.\MVB_train\Image\0109_p_4.jpg 0109 p_4 paperboard
.\MVB_train\Image\0110_g_1.jpg 0110 g_1 hard
.\MVB_train\Image\0110_g_2.jpg 0110 g_2 hard
.\MVB_train\Image\0110_g_3.jpg 0110 g_3 hard
.\MVB_train\Image\0110_p_1.jpg 0110 p_1 hard
.\MVB_train\Image\0110_p_2.jpg 0110 p_2 hard
.\MVB_train\Image\0110_p_3.jpg 0110 p_3 hard
.\MVB_train\Image\0110_p_4.jpg 0110 p_4 hard
.\MVB_train\Image\0111_g_1.jpg 0111 g_1 hard
.\MVB_train\Image\0111_g_2.jpg 0111 g_2 hard
.\MVB_train\Image\0111_g_3.jpg 0111 g_3 hard
.\MVB_train\Image\0111_p_1.jpg 0111 p_1 hard
.\MVB_train\Image\0111_p_3.jpg 0111 p_3 hard
.\MVB_train\Image\0111_p_4.jpg 0111 p_4 hard
.\MVB_train\Image\0112_g_1.jpg 0112 g_1 hard
.\MVB_train\Image\0112_g_2.jpg 0112 g_2 hard
.\MVB_train\Image\0112_g_3.jpg 0112 g_3 hard
.\MVB_train\Image\0112_p_1.jpg 0112 p_1 hard
.\MVB_train\Image\0112_p_2.jpg 0112 p_2 hard
.\MVB_train\Image\0112_p_4.jpg 0112 p_4 hard
.\MVB_train\Image\0113_g_1.jpg 0113 g_1 hard
.\MVB_train\Image\0113_g_2.jpg 0113 g_2 hard
.\MVB_train\Image\0113_g_3.jpg 0113 g_3 hard
.\MVB_train\Image\0113_p_1.jpg 0113 p_1 hard
.\MVB_train\Image\0113_p_2.jpg 0113 p_2 hard
.\MVB_train\Image\0114_g_2.jpg 0114 g_2 hard
.\MVB_train\Image\0114_g_3.jpg 0114 g_3 hard
.\MVB_train\Image\0114_p_2.jpg 0114 p_2 hard
.\MVB_train\Image\0115_g_1.jpg 0115 g_1 hard
.\MVB_train\Image\0115_g_2.jpg 0115 g_2 hard
.\MVB_train\Image\0115_g_3.jpg 0115 g_3 hard
.\MVB_train\Image\0115_p_3.jpg 0115 p_3 hard
.\MVB_train\Image\0115_p_4.jpg 0115 p_4 hard
.\MVB_train\Image\0116_g_1.jpg 0116 g_1 hard
.\MVB_train\Image\0116_g_2.jpg 0116 g_2 hard
.\MVB_train\Image\0116_g_3.jpg 0116 g_3 hard
.\MVB_train\Image\0116_p_3.jpg 0116 p_3 hard
.\MVB_train\Image\0116_p_4.jpg 0116 p_4 hard
.\MVB_train\Image\0117_g_1.jpg 0117 g_1 hard
.\MVB_train\Image\0117_g_2.jpg 0117 g_2 hard
.\MVB_train\Image\0117_g_3.jpg 0117 g_3 hard
.\MVB_train\Image\0117_p_2.jpg 0117 p_2 hard
.\MVB_train\Image\0118_g_1.jpg 0118 g_1 hard
.\MVB_train\Image\0118_g_2.jpg 0118 g_2 hard
.\MVB_train\Image\0118_g_3.jpg 0118 g_3 hard
.\MVB_train\Image\0118_p_2.jpg 0118 p_2 hard
.\MVB_train\Image\0119_g_1.jpg 0119 g_1 hard
.\MVB_train\Image\0119_g_2.jpg 0119 g_2 hard
.\MVB_train\Image\0119_g_3.jpg 0119 g_3 hard
.\MVB_train\Image\0119_p_1.jpg 0119 p_1 hard
.\MVB_train\Image\0119_p_2.jpg 0119 p_2 hard
.\MVB_train\Image\0119_p_4.jpg 0119 p_4 hard
.\MVB_train\Image\0120_g_1.jpg 0120 g_1 hard
.\MVB_train\Image\0120_g_2.jpg 0120 g_2 hard
.\MVB_train\Image\0120_g_3.jpg 0120 g_3 hard
.\MVB_train\Image\0120_p_4.jpg 0120 p_4 hard
.\MVB_train\Image\0121_g_1.jpg 0121 g_1 hard
.\MVB_train\Image\0121_g_2.jpg 0121 g_2 hard
.\MVB_train\Image\0121_g_3.jpg 0121 g_3 hard
.\MVB_train\Image\0121_p_3.jpg 0121 p_3 hard
.\MVB_train\Image\0121_p_4.jpg 0121 p_4 hard
.\MVB_train\Image\0122_g_1.jpg 0122 g_1 hard
.\MVB_train\Image\0122_g_2.jpg 0122 g_2 hard
.\MVB_train\Image\0122_g_3.jpg 0122 g_3 hard
.\MVB_train\Image\0122_p_1.jpg 0122 p_1 hard
.\MVB_train\Image\0123_g_1.jpg 0123 g_1 others
.\MVB_train\Image\0123_g_2.jpg 0123 g_2 others
.\MVB_train\Image\0123_g_3.jpg 0123 g_3 others
.\MVB_train\Image\0123_p_3.jpg 0123 p_3 others
.\MVB_train\Image\0123_p_4.jpg 0123 p_4 others
.\MVB_train\Image\0124_g_2.jpg 0124 g_2 hard
.\MVB_train\Image\0124_g_3.jpg 0124 g_3 hard
.\MVB_train\Image\0124_p_4.jpg 0124 p_4 hard
.\MVB_train\Image\0125_g_1.jpg 0125 g_1 paperboard
.\MVB_train\Image\0125_g_3.jpg 0125 g_3 paperboard
.\MVB_train\Image\0125_p_4.jpg 0125 p_4 paperboard
.\MVB_train\Image\0126_g_1.jpg 0126 g_1 hard
.\MVB_train\Image\0126_g_2.jpg 0126 g_2 hard
.\MVB_train\Image\0126_g_3.jpg 0126 g_3 hard
.\MVB_train\Image\0126_p_3.jpg 0126 p_3 hard
.\MVB_train\Image\0126_p_4.jpg 0126 p_4 hard
.\MVB_train\Image\0127_g_1.jpg 0127 g_1 hard
.\MVB_train\Image\0127_g_2.jpg 0127 g_2 hard
.\MVB_train\Image\0127_g_3.jpg 0127 g_3 hard
.\MVB_train\Image\0127_p_1.jpg 0127 p_1 hard
.\MVB_train\Image\0127_p_2.jpg 0127 p_2 hard
.\MVB_train\Image\0127_p_3.jpg 0127 p_3 hard
.\MVB_train\Image\0128_g_1.jpg 0128 g_1 hard
.\MVB_train\Image\0128_g_2.jpg 0128 g_2 hard
.\MVB_train\Image\0128_g_3.jpg 0128 g_3 hard
.\MVB_train\Image\0128_p_1.jpg 0128 p_1 hard
.\MVB_train\Image\0128_p_2.jpg 0128 p_2 hard
.\MVB_train\Image\0128_p_3.jpg 0128 p_3 hard
.\MVB_train\Image\0128_p_4.jpg 0128 p_4 hard
.\MVB_train\Image\0129_g_1.jpg 0129 g_1 hard
.\MVB_train\Image\0129_g_2.jpg 0129 g_2 hard
.\MVB_train\Image\0129_g_3.jpg 0129 g_3 hard
.\MVB_train\Image\0129_p_2.jpg 0129 p_2 hard
.\MVB_train\Image\0129_p_3.jpg 0129 p_3 hard
.\MVB_train\Image\0129_p_4.jpg 0129 p_4 hard
.\MVB_train\Image\0130_g_1.jpg 0130 g_1 hard
.\MVB_train\Image\0130_g_2.jpg 0130 g_2 hard
.\MVB_train\Image\0130_g_3.jpg 0130 g_3 hard
.\MVB_train\Image\0130_p_1.jpg 0130 p_1 hard
.\MVB_train\Image\0130_p_3.jpg 0130 p_3 hard
.\MVB_train\Image\0130_p_4.jpg 0130 p_4 hard
.\MVB_train\Image\0131_g_1.jpg 0131 g_1 soft
.\MVB_train\Image\0131_g_2.jpg 0131 g_2 soft
.\MVB_train\Image\0131_g_3.jpg 0131 g_3 soft
.\MVB_train\Image\0131_p_1.jpg 0131 p_1 soft
.\MVB_train\Image\0132_g_1.jpg 0132 g_1 hard
.\MVB_train\Image\0132_g_2.jpg 0132 g_2 hard
.\MVB_train\Image\0132_g_3.jpg 0132 g_3 hard
.\MVB_train\Image\0132_p_1.jpg 0132 p_1 hard
.\MVB_train\Image\0132_p_2.jpg 0132 p_2 hard
.\MVB_train\Image\0132_p_4.jpg 0132 p_4 hard
.\MVB_train\Image\0133_g_1.jpg 0133 g_1 soft
.\MVB_train\Image\0133_g_2.jpg 0133 g_2 soft
.\MVB_train\Image\0133_g_3.jpg 0133 g_3 soft
.\MVB_train\Image\0133_p_1.jpg 0133 p_1 soft
.\MVB_train\Image\0133_p_2.jpg 0133 p_2 soft
.\MVB_train\Image\0133_p_3.jpg 0133 p_3 soft
.\MVB_train\Image\0134_g_1.jpg 0134 g_1 soft
.\MVB_train\Image\0134_g_2.jpg 0134 g_2 soft
.\MVB_train\Image\0134_g_3.jpg 0134 g_3 soft
.\MVB_train\Image\0134_p_4.jpg 0134 p_4 soft
.\MVB_train\Image\0135_g_1.jpg 0135 g_1 hard
.\MVB_train\Image\0135_g_2.jpg 0135 g_2 hard
.\MVB_train\Image\0135_g_3.jpg 0135 g_3 hard
.\MVB_train\Image\0135_p_2.jpg 0135 p_2 hard
.\MVB_train\Image\0135_p_3.jpg 0135 p_3 hard
.\MVB_train\Image\0135_p_4.jpg 0135 p_4 hard
.\MVB_train\Image\0136_g_1.jpg 0136 g_1 hard
.\MVB_train\Image\0136_g_2.jpg 0136 g_2 hard
.\MVB_train\Image\0136_g_3.jpg 0136 g_3 hard
.\MVB_train\Image\0136_p_3.jpg 0136 p_3 hard
.\MVB_train\Image\0136_p_4.jpg 0136 p_4 hard
.\MVB_train\Image\0137_g_1.jpg 0137 g_1 hard
.\MVB_train\Image\0137_g_2.jpg 0137 g_2 hard
.\MVB_train\Image\0137_g_3.jpg 0137 g_3 hard
.\MVB_train\Image\0137_p_1.jpg 0137 p_1 hard
.\MVB_train\Image\0137_p_3.jpg 0137 p_3 hard
.\MVB_train\Image\0137_p_4.jpg 0137 p_4 hard
.\MVB_train\Image\0138_g_1.jpg 0138 g_1 hard
.\MVB_train\Image\0138_g_2.jpg 0138 g_2 hard
.\MVB_train\Image\0138_g_3.jpg 0138 g_3 hard
.\MVB_train\Image\0138_p_1.jpg 0138 p_1 hard
.\MVB_train\Image\0138_p_2.jpg 0138 p_2 hard
.\MVB_train\Image\0139_g_1.jpg 0139 g_1 hard
.\MVB_train\Image\0139_g_2.jpg 0139 g_2 hard
.\MVB_train\Image\0139_g_3.jpg 0139 g_3 hard
.\MVB_train\Image\0139_p_3.jpg 0139 p_3 hard
.\MVB_train\Image\0139_p_4.jpg 0139 p_4 hard
.\MVB_train\Image\0140_g_1.jpg 0140 g_1 soft
.\MVB_train\Image\0140_g_2.jpg 0140 g_2 soft
.\MVB_train\Image\0140_g_3.jpg 0140 g_3 soft
.\MVB_train\Image\0140_p_3.jpg 0140 p_3 soft
.\MVB_train\Image\0140_p_4.jpg 0140 p_4 soft
.\MVB_train\Image\0141_g_1.jpg 0141 g_1 hard
.\MVB_train\Image\0141_g_2.jpg 0141 g_2 hard
.\MVB_train\Image\0141_g_3.jpg 0141 g_3 hard
.\MVB_train\Image\0141_p_3.jpg 0141 p_3 hard
.\MVB_train\Image\0141_p_4.jpg 0141 p_4 hard
.\MVB_train\Image\0142_g_1.jpg 0142 g_1 hard
.\MVB_train\Image\0142_g_2.jpg 0142 g_2 hard
.\MVB_train\Image\0142_g_3.jpg 0142 g_3 hard
.\MVB_train\Image\0142_p_3.jpg 0142 p_3 hard
.\MVB_train\Image\0142_p_4.jpg 0142 p_4 hard
.\MVB_train\Image\0143_g_1.jpg 0143 g_1 paperboard
.\MVB_train\Image\0143_g_2.jpg 0143 g_2 paperboard
.\MVB_train\Image\0143_g_3.jpg 0143 g_3 paperboard
.\MVB_train\Image\0143_p_3.jpg 0143 p_3 paperboard
.\MVB_train\Image\0143_p_4.jpg 0143 p_4 paperboard
.\MVB_train\Image\0144_g_1.jpg 0144 g_1 paperboard
.\MVB_train\Image\0144_g_2.jpg 0144 g_2 paperboard
.\MVB_train\Image\0144_g_3.jpg 0144 g_3 paperboard
.\MVB_train\Image\0144_p_3.jpg 0144 p_3 paperboard
.\MVB_train\Image\0144_p_4.jpg 0144 p_4 paperboard
.\MVB_train\Image\0145_g_1.jpg 0145 g_1 soft
.\MVB_train\Image\0145_g_2.jpg 0145 g_2 soft
.\MVB_train\Image\0145_g_3.jpg 0145 g_3 soft
.\MVB_train\Image\0145_p_3.jpg 0145 p_3 soft
.\MVB_train\Image\0145_p_4.jpg 0145 p_4 soft
.\MVB_train\Image\0146_g_2.jpg 0146 g_2 paperboard
.\MVB_train\Image\0146_g_3.jpg 0146 g_3 paperboard
.\MVB_train\Image\0146_p_3.jpg 0146 p_3 paperboard
.\MVB_train\Image\0146_p_4.jpg 0146 p_4 paperboard
.\MVB_train\Image\0147_g_1.jpg 0147 g_1 hard
.\MVB_train\Image\0147_g_2.jpg 0147 g_2 hard
.\MVB_train\Image\0147_g_3.jpg 0147 g_3 hard
.\MVB_train\Image\0147_p_4.jpg 0147 p_4 hard
.\MVB_train\Image\0148_g_1.jpg 0148 g_1 paperboard
.\MVB_train\Image\0148_g_2.jpg 0148 g_2 paperboard
.\MVB_train\Image\0148_g_3.jpg 0148 g_3 paperboard
.\MVB_train\Image\0148_p_4.jpg 0148 p_4 paperboard
.\MVB_train\Image\0149_g_1.jpg 0149 g_1 hard
.\MVB_train\Image\0149_g_2.jpg 0149 g_2 hard
.\MVB_train\Image\0149_g_3.jpg 0149 g_3 hard
.\MVB_train\Image\0149_p_3.jpg 0149 p_3 hard
.\MVB_train\Image\0149_p_4.jpg 0149 p_4 hard
.\MVB_train\Image\0150_g_1.jpg 0150 g_1 soft
.\MVB_train\Image\0150_g_2.jpg 0150 g_2 soft
.\MVB_train\Image\0150_p_1.jpg 0150 p_1 soft
.\MVB_train\Image\0150_p_2.jpg 0150 p_2 soft
.\MVB_train\Image\0150_p_3.jpg 0150 p_3 soft
.\MVB_train\Image\0150_p_4.jpg 0150 p_4 soft
.\MVB_train\Image\0151_g_1.jpg 0151 g_1 paperboard
.\MVB_train\Image\0151_g_2.jpg 0151 g_2 paperboard
.\MVB_train\Image\0151_g_3.jpg 0151 g_3 paperboard
.\MVB_train\Image\0151_p_1.jpg 0151 p_1 paperboard
.\MVB_train\Image\0151_p_3.jpg 0151 p_3 paperboard
.\MVB_train\Image\0151_p_4.jpg 0151 p_4 paperboard
.\MVB_train\Image\0152_g_1.jpg 0152 g_1 paperboard
.\MVB_train\Image\0152_g_2.jpg 0152 g_2 paperboard
.\MVB_train\Image\0152_g_3.jpg 0152 g_3 paperboard
.\MVB_train\Image\0152_p_3.jpg 0152 p_3 paperboard
.\MVB_train\Image\0152_p_4.jpg 0152 p_4 paperboard
.\MVB_train\Image\0153_g_1.jpg 0153 g_1 paperboard
.\MVB_train\Image\0153_g_2.jpg 0153 g_2 paperboard
.\MVB_train\Image\0153_g_3.jpg 0153 g_3 paperboard
.\MVB_train\Image\0153_p_1.jpg 0153 p_1 paperboard
.\MVB_train\Image\0154_g_1.jpg 0154 g_1 hard
.\MVB_train\Image\0154_g_3.jpg 0154 g_3 hard
.\MVB_train\Image\0154_p_1.jpg 0154 p_1 hard
.\MVB_train\Image\0154_p_2.jpg 0154 p_2 hard
.\MVB_train\Image\0155_g_1.jpg 0155 g_1 others
.\MVB_train\Image\0155_g_2.jpg 0155 g_2 others
.\MVB_train\Image\0155_g_3.jpg 0155 g_3 others
.\MVB_train\Image\0155_p_3.jpg 0155 p_3 others
.\MVB_train\Image\0155_p_4.jpg 0155 p_4 others
.\MVB_train\Image\0156_g_1.jpg 0156 g_1 soft
.\MVB_train\Image\0156_g_2.jpg 0156 g_2 soft
.\MVB_train\Image\0156_g_3.jpg 0156 g_3 soft
.\MVB_train\Image\0156_p_1.jpg 0156 p_1 soft
.\MVB_train\Image\0156_p_3.jpg 0156 p_3 soft
.\MVB_train\Image\0157_g_1.jpg 0157 g_1 hard
.\MVB_train\Image\0157_g_2.jpg 0157 g_2 hard
.\MVB_train\Image\0157_g_3.jpg 0157 g_3 hard
.\MVB_train\Image\0157_p_1.jpg 0157 p_1 hard
.\MVB_train\Image\0157_p_2.jpg 0157 p_2 hard
.\MVB_train\Image\0158_g_1.jpg 0158 g_1 hard
.\MVB_train\Image\0158_g_2.jpg 0158 g_2 hard
.\MVB_train\Image\0158_g_3.jpg 0158 g_3 hard
.\MVB_train\Image\0158_p_4.jpg 0158 p_4 hard
.\MVB_train\Image\0159_g_1.jpg 0159 g_1 others
.\MVB_train\Image\0159_g_2.jpg 0159 g_2 others
.\MVB_train\Image\0159_g_3.jpg 0159 g_3 others
.\MVB_train\Image\0159_p_3.jpg 0159 p_3 others
.\MVB_train\Image\0160_g_1.jpg 0160 g_1 hard
.\MVB_train\Image\0160_g_2.jpg 0160 g_2 hard
.\MVB_train\Image\0160_g_3.jpg 0160 g_3 hard
.\MVB_train\Image\0160_p_3.jpg 0160 p_3 hard
.\MVB_train\Image\0160_p_4.jpg 0160 p_4 hard
.\MVB_train\Image\0161_g_1.jpg 0161 g_1 soft
.\MVB_train\Image\0161_g_2.jpg 0161 g_2 soft
.\MVB_train\Image\0161_p_4.jpg 0161 p_4 soft
.\MVB_train\Image\0162_g_1.jpg 0162 g_1 paperboard
.\MVB_train\Image\0162_g_2.jpg 0162 g_2 paperboard
.\MVB_train\Image\0162_p_3.jpg 0162 p_3 paperboard
.\MVB_train\Image\0162_p_4.jpg 0162 p_4 paperboard
.\MVB_train\Image\0163_g_1.jpg 0163 g_1 paperboard
.\MVB_train\Image\0163_g_2.jpg 0163 g_2 paperboard
.\MVB_train\Image\0163_g_3.jpg 0163 g_3 paperboard
.\MVB_train\Image\0163_p_3.jpg 0163 p_3 paperboard
.\MVB_train\Image\0164_g_1.jpg 0164 g_1 paperboard
.\MVB_train\Image\0164_g_2.jpg 0164 g_2 paperboard
.\MVB_train\Image\0164_g_3.jpg 0164 g_3 paperboard
.\MVB_train\Image\0164_p_3.jpg 0164 p_3 paperboard
.\MVB_train\Image\0164_p_4.jpg 0164 p_4 paperboard
.\MVB_train\Image\0165_g_1.jpg 0165 g_1 hard
.\MVB_train\Image\0165_g_2.jpg 0165 g_2 hard
.\MVB_train\Image\0165_p_1.jpg 0165 p_1 hard
.\MVB_train\Image\0166_g_1.jpg 0166 g_1 hard
.\MVB_train\Image\0166_g_2.jpg 0166 g_2 hard
.\MVB_train\Image\0166_g_3.jpg 0166 g_3 hard
.\MVB_train\Image\0166_p_4.jpg 0166 p_4 hard
.\MVB_train\Image\0167_g_1.jpg 0167 g_1 soft
.\MVB_train\Image\0167_g_2.jpg 0167 g_2 soft
.\MVB_train\Image\0167_g_3.jpg 0167 g_3 soft
.\MVB_train\Image\0167_p_3.jpg 0167 p_3 soft
.\MVB_train\Image\0167_p_4.jpg 0167 p_4 soft
.\MVB_train\Image\0168_g_1.jpg 0168 g_1 hard
.\MVB_train\Image\0168_p_3.jpg 0168 p_3 hard
.\MVB_train\Image\0168_p_4.jpg 0168 p_4 hard
.\MVB_train\Image\0169_g_1.jpg 0169 g_1 paperboard
.\MVB_train\Image\0169_g_2.jpg 0169 g_2 paperboard
.\MVB_train\Image\0169_g_3.jpg 0169 g_3 paperboard
.\MVB_train\Image\0169_p_3.jpg 0169 p_3 paperboard
.\MVB_train\Image\0169_p_4.jpg 0169 p_4 paperboard
.\MVB_train\Image\0170_g_1.jpg 0170 g_1 hard
.\MVB_train\Image\0170_g_2.jpg 0170 g_2 hard
.\MVB_train\Image\0170_g_3.jpg 0170 g_3 hard
.\MVB_train\Image\0170_p_4.jpg 0170 p_4 hard
.\MVB_train\Image\0171_g_1.jpg 0171 g_1 soft
.\MVB_train\Image\0171_g_2.jpg 0171 g_2 soft
.\MVB_train\Image\0171_g_3.jpg 0171 g_3 soft
.\MVB_train\Image\0171_p_3.jpg 0171 p_3 soft
.\MVB_train\Image\0171_p_4.jpg 0171 p_4 soft
.\MVB_train\Image\0172_g_1.jpg 0172 g_1 soft
.\MVB_train\Image\0172_g_2.jpg 0172 g_2 soft
.\MVB_train\Image\0172_g_3.jpg 0172 g_3 soft
.\MVB_train\Image\0172_p_3.jpg 0172 p_3 soft
.\MVB_train\Image\0172_p_4.jpg 0172 p_4 soft
.\MVB_train\Image\0173_g_1.jpg 0173 g_1 hard
.\MVB_train\Image\0173_g_2.jpg 0173 g_2 hard
.\MVB_train\Image\0173_g_3.jpg 0173 g_3 hard
.\MVB_train\Image\0173_p_3.jpg 0173 p_3 hard
.\MVB_train\Image\0173_p_4.jpg 0173 p_4 hard
.\MVB_train\Image\0174_g_1.jpg 0174 g_1 hard
.\MVB_train\Image\0174_g_2.jpg 0174 g_2 hard
.\MVB_train\Image\0174_g_3.jpg 0174 g_3 hard
.\MVB_train\Image\0174_p_4.jpg 0174 p_4 hard
.\MVB_train\Image\0175_g_2.jpg 0175 g_2 others
.\MVB_train\Image\0175_g_3.jpg 0175 g_3 others
.\MVB_train\Image\0175_p_3.jpg 0175 p_3 others
.\MVB_train\Image\0175_p_4.jpg 0175 p_4 others
.\MVB_train\Image\0176_g_1.jpg 0176 g_1 hard
.\MVB_train\Image\0176_g_2.jpg 0176 g_2 hard
.\MVB_train\Image\0176_g_3.jpg 0176 g_3 hard
.\MVB_train\Image\0176_p_1.jpg 0176 p_1 hard
.\MVB_train\Image\0176_p_2.jpg 0176 p_2 hard
.\MVB_train\Image\0177_g_2.jpg 0177 g_2 hard
.\MVB_train\Image\0177_g_3.jpg 0177 g_3 hard
.\MVB_train\Image\0177_p_1.jpg 0177 p_1 hard
.\MVB_train\Image\0177_p_2.jpg 0177 p_2 hard
.\MVB_train\Image\0178_g_1.jpg 0178 g_1 soft
.\MVB_train\Image\0178_g_2.jpg 0178 g_2 soft
.\MVB_train\Image\0178_g_3.jpg 0178 g_3 soft
.\MVB_train\Image\0178_p_3.jpg 0178 p_3 soft
